Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Activity,Age,Disability status,Education level,Location,Migratory status,Nature,Observation Status,Quantile,Reporting Type,Sex,Type of occupation,Type of product,Units
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.35785,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GBO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,2.05782,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CPR,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,1.90852,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FOF,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.248,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,MEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,11.7951,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ALP,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,5.38344,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,BIM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.57586,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,COL,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,4.25515,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,2.6365,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CRO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,4.11025,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMC,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.1449,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMA,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.17327,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.05043,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WCH,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.28085,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WOD,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.87193,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,PET,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ONT,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2014,0.46073,2014,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GAS,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ONT,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.26938,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WOD,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.57104,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,COL,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,5.04589,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,BIM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.23154,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,MEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,2.48934,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CRO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.17246,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,1.95762,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FOF,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.05908,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NFO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.34574,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GBO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.92954,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,PET,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.45704,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GAS,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,1.89257,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CPR,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,11.78584,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ALP,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,4.4187,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMC,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.13208,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMA,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,4.55078,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2015,0.04885,2015,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WCH,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.20826,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,2.42679,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CRO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.05662,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WCH,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.26667,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WOD,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ONT,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.34015,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GBO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.90194,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,PET,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.07187,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NFO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.57689,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,COL,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,1.92442,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FOF,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,4.92523,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,BIM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.13209,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMA,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.44558,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GAS,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,4.89362,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,4.76154,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMC,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,0.28013,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,MEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,1.83499,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CPR,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2016,12.0234,2016,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ALP,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,2.07115,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CPR,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,1.9344,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FOF,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.11439,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMA,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,4.39894,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.10788,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.06933,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NFO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,2.66505,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CRO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.43264,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GAS,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,4.28455,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMC,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,11.93445,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ALP,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.35486,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GBO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.17721,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,MEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.27282,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WOD,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.57733,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,COL,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,5.42391,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,BIM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.92442,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,PET,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0.06002,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WCH,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2017,0,2017,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ONT,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,5.53503,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,BIM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.07102,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NFO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.35268,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GBO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.26532,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WOD,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.59147,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,COL,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.11558,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,4.42122,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMC,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.10705,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMA,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.06739,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WCH,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,4.52827,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.42517,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GAS,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.95517,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,PET,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ONT,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,2.74398,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CRO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,0.1866,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,MEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,12.22171,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ALP,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,2.10566,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CPR,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2018,1.97181,2018,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FOF,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,2.15659,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CPR,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.17692,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,MEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,2.90848,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CRO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.10843,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FEO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.06849,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NFO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.34135,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GBO,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.43981,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GAS,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,12.46775,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ALP,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.0669,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WCH,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,2.01095,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FOF,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,4.53218,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.11193,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMA,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,4.42025,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMC,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,5.7477,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,BIM,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,ONT,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.97825,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,PET,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.59289,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,COL,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPC,"Domestic material consumption per capita, by type of raw material (tonnes)",764,Thailand,2019,0.27437,2019,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WOD,TONNES
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.3168,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMM,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.4577,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,CPR,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.00678,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,WCH,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.20828,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NFO,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.222,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,MEO,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.30318,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMC,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.01372,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FEO,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.01363,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,NMA,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.0786,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,PET,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.16038,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,FOF,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.04193,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,GAS,KG_PER_CON_USD
8,8.4,8.4.2,EN_MAT_DOMCMPG,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",360,Indonesia,2010,0.03985,2010,,,,,WESR / Global Material Flows Database,,,,,,,,,E,,,G,,,COL,KG_PER_CON_USD
